map8
40
20
8,24,3
8,25,0
8,26,2
8,27,0
8,28,0
8,29,3
8,30,1
8,31,0
8,32,3
8,33,0
8,34,3
8,35,1
8,36,0
8,37,3
8,38,0
8,39,2
9,0,3
9,1,0
9,2,3
9,3,3
9,4,3
9,5,1
9,6,1
9,7,1
9,8,2
9,9,2
9,10,1
9,11,2
9,12,0
9,13,2
9,14,0
9,15,1
9,16,2
9,17,3
9,18,0
9,19,2
9,20,1
9,21,0
9,22,2
9,23,0
9,24,0
9,25,2
9,26,0
9,27,0
9,28,1
9,29,0
9,30,2
9,31,3
9,32,1
9,33,3
9,34,0
9,35,1
9,36,1
9,37,2
9,38,3
9,39,0
10,0,0
10,1,1
10,2,0
10,3,0
10,4,3
10,5,2
10,6,2
10,7,2
10,8,2
10,9,2
10,10,0
10,11,0
10,12,3
10,13,1
10,14,0
10,15,2
10,16,3
10,17,3
10,18,1
10,19,1
10,20,1
10,21,2
10,22,2
10,23,2
10,24,2
10,25,3
10,26,0
10,27,3
10,28,1
10,29,0
10,30,1
10,31,2
10,32,2
10,33,1
10,34,1
10,35,3
10,36,1
10,37,2
10,38,2
10,39,2
11,0,0
11,1,0
11,2,3
11,3,2
11,4,3
11,5,3
11,6,2
11,7,3
11,8,3
11,9,1
11,10,1
11,11,3
11,12,0
11,13,3
11,14,1
11,15,0
11,16,3
11,17,3
11,18,2
11,19,3
11,20,2
11,21,2
11,22,3
11,23,0
11,24,0
11,25,3
11,26,1
11,27,2
11,28,3
11,29,0
11,30,3
11,31,3
11,32,3
11,33,1
11,34,0
11,35,3
11,36,3
11,37,3
11,38,2
11,39,3
12,0,3
12,1,3
12,2,2
12,3,3
12,4,1
12,5,3
12,6,1
12,7,3
12,8,1
12,9,1
12,10,1
12,11,1
12,12,1
12,13,2
12,14,3
12,15,0
12,16,1
12,17,0
12,18,2
12,19,2
12,20,2
12,21,1
12,22,0
12,23,3
12,24,2
12,25,3
12,26,3
12,27,0
12,28,1
12,29,3
12,30,2
12,31,3
12,32,2
12,33,0
12,34,3
12,35,2
12,36,1
12,37,2
12,38,0
12,39,3
13,0,1
13,1,3
13,2,2
13,3,1
13,4,2
13,5,2
13,6,1
13,7,1
13,8,3
13,9,1
13,10,1
13,11,1
13,12,2
13,13,2
13,14,3
13,15,2
13,16,0
13,17,2
13,18,0
13,19,3
13,20,0
13,21,3
13,22,3
13,23,1
13,24,0
13,25,2
13,26,1
13,27,2
13,28,2
13,29,2
13,30,0
13,31,1
13,32,3
13,33,3
13,34,2
13,35,1
13,36,3
13,37,1
13,38,0
13,39,2
14,0,3
14,1,1
14,2,3
14,3,1
14,4,2
14,5,1
14,6,1
14,7,1
14,8,1
14,9,1
14,10,0
14,11,3
14,12,0
14,13,1
14,14,3
14,15,3
14,16,1
14,17,2
14,18,2
14,19,2
14,20,3
14,21,1
14,22,2
14,23,1
14,24,3
14,25,1
14,26,1
14,27,3
14,28,3
14,29,3
14,30,2
14,31,2
14,32,0
14,33,0
14,34,2
14,35,3
14,36,1
14,37,1
14,38,0
14,39,2
15,0,3
15,1,3
15,2,3
15,3,3
15,4,1
15,5,2
15,6,2
15,7,0
15,8,1
15,9,3
15,10,0
15,11,0
15,12,2
15,13,1
15,14,2
15,15,2
15,16,2
15,17,0
15,18,2
15,19,2
15,20,0
15,21,2
15,22,0
15,23,3
15,24,2
15,25,1
15,26,0
15,27,0
15,28,3
15,29,2
15,30,2
15,31,3
15,32,0
15,33,0
15,34,0
15,35,3
15,36,3
15,37,0
15,38,2
15,39,0
16,0,0
16,1,0
16,2,1
16,3,3
16,4,2
16,5,3
16,6,3
16,7,3
16,8,3
16,9,1
16,10,2
16,11,2
16,12,1
16,13,3
16,14,0
16,15,1
16,16,1
16,17,2
16,18,0
16,19,1
16,20,0
16,21,0
16,22,0
16,23,1
16,24,3
16,25,3
16,26,0
16,27,0
16,28,2
16,29,3
16,30,3
16,31,3
16,32,0
16,33,3
16,34,3
16,35,1
16,36,1
16,37,2
16,38,3
16,39,3
17,0,1
17,1,3
17,2,2
17,3,3
17,4,1
17,5,2
17,6,3
17,7,1
17,8,3
17,9,3
17,10,2
17,11,2
17,12,3
17,13,3
17,14,3
17,15,2
17,16,2
17,17,2
17,18,2
17,19,1
17,20,0
17,21,0
17,22,3
17,23,1
17,24,1
17,25,2
17,26,2
17,27,3
17,28,1
17,29,3
17,30,2
17,31,3
17,32,1
17,33,0
17,34,0
17,35,1
17,36,2
17,37,2
17,38,0
17,39,1
18,0,2
18,1,0
18,2,1
18,3,1
18,4,3
18,5,0
18,6,3
18,7,0
18,8,2
18,9,3
18,10,1
18,11,3
18,12,1
18,13,3
18,14,1
18,15,0
18,16,2
18,17,3
18,18,1
18,19,0
18,20,0
18,21,2
18,22,1
18,23,3
18,24,3
18,25,1
18,26,0
18,27,3
18,28,3
18,29,2
18,30,3
18,31,3
18,32,0
18,33,3
18,34,0
18,35,0
18,36,2
18,37,1
18,38,1
18,39,3
19,0,1
19,1,2
19,2,2
19,3,3
19,4,0
19,5,0
19,6,0
19,7,2
19,8,2
19,9,3
19,10,1
19,11,0
19,12,3
19,13,3
19,14,3
19,15,0
19,16,2
19,17,3
19,18,2
19,19,1
19,20,3
19,21,3
19,22,3
19,23,2
19,24,2
19,25,3
19,26,0
19,27,0
19,28,1
19,29,0
19,30,2
19,31,0
19,32,2
19,33,1
19,34,1
19,35,3
19,36,1
19,37,1
19,38,3
19,39,0
